,Date,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude
1490,05-Jul-2009,Unprovoked,boarding,F,12,Right ankle bitten,N,1600,Not Determined,20090705,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331
1491,04-Jul-2009,Provoked,swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,1545,"Nurse shark, 6'",20090704,"USA Florida Biscayne National Park, Miami",25.4824229,-80.20831030000001
1492,27-Jun-2009,Unprovoked,surfing,M,52,2-inch laceration to upper left arm,N,0845,"Thought to involve a Bronze whale shark, 2m",20090627,"AUSTRALIA New South Wales Seven Mile Beach, Gerroa",-34.7679417,150.8136841
1496,02-Jun-2009,Unprovoked,diving,M,,Lacerations to left hand,N,9999,Oceanic whitetip shark,20090602,EGYPT St. Johns Reef Habili Gafar,0.0,0.0
1497,02-Jun-2009,Unprovoked,diving,M,,3 cm laceration to shoulder,N,9999,Oceanic whitetip shark,20090602,EGYPT St. Johns Reef Habili Gafar,0.0,0.0
1498,01-Jun-2009,Unprovoked,snorkeling,F,50,FATAL,Y,0800,"Oceanic whitetip shark, 2.5 to 3m",20090601,EGYPT St. Johns Reef Habili Gafar,0.0,0.0
1499,31-May-2009,Provoked,fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,2030,80 kg shark,20090531,TAIWAN Off Green Island Onboard the fishing vessel Chin Sheng Fa 13  ,0.0,0.0
1500,25-May-2009,Provoked,swimming,M,,Right foot bitten,N,2030,5' to 8' shark,20090525,"USA Florida Clearwater Beach, Pinellas County",27.972065,-82.8285877
1501,17-May-2009,Unprovoked,surfing,M,31,Lacerations to left leg & foot,N,0935,blacktip or spinner shark,20090517,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1502,16-May-2009,Unprovoked,surfing,M,49,Lacerations to right foot,N,1027,blacktip or spinner shark,20090516,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1503,16-May-2009,Unprovoked,surfing,M,55,Lacerations to right hand,N,1000,blacktip or spinner shark,20090516,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1504,12-May-2009,Provoked,spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,1800,"Blacktip shark, 4'",20090512,GUAM North Region Ritidian Point,13.6538166,144.8601866
1506,28-Apr-2009,Unprovoked,no activity,F,,Multiple lacerations to right foot & ankle,N,1645,Not Determined,20090428,"USA Florida St. Augustine, St. John's County",29.9012437,-81.31243409999999
1508,21-Apr-2009,Unprovoked,surfing,M,20,3 puncture wounds to posterior right ankle,N,1500,Not Determined,20090421,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1509,20-Apr-2009,Unprovoked,swimming,M,23,Legs bitten,N,0500,Not Determined,20090420,PHILIPPINES Batangas province Mabini,13.7235514,120.907304
1510,19-Apr-2009,Unprovoked,surfing,M,52,Left foot bitten,N,1600,Not Determined,20090419,"USA Florida Carlin Park, Jupiter Inlet",26.9291055,-80.0691932
1511,17-Apr-2009,Unprovoked,surfing,M,31,Laceration to forearm,N,1315,2' to 3' shark,20090417,"USA Florida Walton Rocks, St Lucie County",27.3378902,-80.23343059999999
1513,12-Apr-2009,Unprovoked,,M,40,"No injury, catapulted into the water & ski damage",N,0800,2' to 3' shark,20090412,AUSTRALIA New South Wales Fingal Bay,-32.7497997,152.1687988
1515,06-Apr-2009,Unprovoked,spearfishing,M,,Shark struck him but the diver was not injured,N,0745,"White shark, 12' to 15' female",20090406,USA California San Diego County,32.7157305,-117.1610966
1516,03-Apr-2009,Unprovoked,wading,M,15,Lacerations to right foot and ankle,N,1600,Not Determined,20090403,"USA Florida Sanibel Island, Lee County",26.4433972,-82.1115119
1517,27-Mar-2009,Provoked,fishing,M,59,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N,9999,Raggedtooth shark,20090327,SOUTH AFRICA Eastern Cape Province 2-3 km north of Sunday's River mouth,-33.0836832,25.0637068
1518,21-Mar-2009,Unprovoked,surfing,M,16,FATAL,Y,1800,Not Determined,20090321,"SOUTH AFRICA Eastern Cape Province Second Beach, Port St. John's",-31.6409371,29.5299196
1519,20-Mar-2009,Unprovoked,surfing,M,17,"Laceration to right foot, puncture wounds to calf",N,1845,Bronze whaler shark?,20090320,AUSTRALIA New South Wales Blue Bay,-33.3555643,151.4981766
1520,19-Mar-2009,Unprovoked,surfing,M,,"No injury, shark damaged surfboard",N,9999,Not Determined,20090319,AUSTRALIA New South Wales South Broulee,-35.8549913,150.1746997
1521,19-Mar-2009,Unprovoked,surfing,F,,"No injury, shark bit nose of surfboard",N,0745,Not Determined,20090319,AUSTRALIA New South Wales Bateman's Bay,-35.7162174,150.1794566
1522,18-Mar-2009,Unprovoked,surfing,F,17,Minor bite to ankle,N,1730,3' to 4' shark,20090318,"USA Florida Ponce Inlet, Volusia County",29.0963729,-80.9369983
1524,17-Mar-2009,Unprovoked,swimming,M,61,"Minor injury, bite chest and left calf",N,2000,Thought to involve a cookiecutter shark,20090317,USA Hawaii Alenuihaha Channel,20.6333333,-156.0416667
1526,06-Mar-2009,Unprovoked,surfing,M,19,FATAL,Y,1130,Not Determined,20090306,NEW CALEDONIA South Province Bourail,-21.5669347,165.4985521
1527,02-Mar-2009,Provoked,fishing,M,40,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N,1330,"Blue shark, 1m",20090302,SOUTH AFRICA Western Cape Province Off Cape Point,-34.3507582,18.4845731
1529,01-Mar-2009,Unprovoked,surfing,M,15,Lacerations to leg,N,0645,2.6 m shark,20090301,AUSTRALIA New South Wales Avalon,-33.6332741,151.3311538
1530,22-Feb-2009,Unprovoked,fishing,M,,Severe laceration to finger,N,1015,Not Determined,20090222,AUSTRALIA Queensland Batt Reef,-16.4159528,145.7710071
1531,18-Feb-2009,Unprovoked,surfing,M,,"No injury to surfer, but the nose of his board was broken",N,1700,Not Determined,20090218,"AUSTRALIA New South Wales Shelly Beach, near Port Macquarie",-31.4540324,152.9314408
1532,12-Feb-2009,Unprovoked,surfing,M,33,Severe injury to hand ,N,1930,"White shark, 2.5m ",20090212,"AUSTRALIA New South Wales Bondi Beach, Sydney",-33.8914755,151.2766845
1533,11-Feb-2009,Unprovoked,bitten,M,31,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,0600,"Bull shark, 2.7 m ",20090211,"AUSTRALIA New South Wales Garden Point, Woolloomooloo Sydney Harbour",-33.87488,151.2009
1535,07-Feb-2009,Unprovoked,surfing,M,41,"No injury, surfboard dented",N,1100,"White shark, 12' ",20090207,AUSTRALIA New South Wales Cellito Beach,-32.3789104,152.529459
1536,07-Feb-2009,Unprovoked,surfing,M,,"No injury, flung from surfboard by the shark",N,0730,Not Determined,20090207,AUSTRALIA New South Wales Sandon,-29.7006841,153.2844336
1539,25-Jan-2009,Unprovoked,spearfishing,M,15,Severe lacerations to lower left leg,N,1030,Bull shark,20090125,CUBA Guantanamo Province Guantanamo Bay,20.011737,-75.1216254
1541,24-Jan-2009,Unprovoked,swimming,M,19,Hand injured,N,1630,Not Determined,20090124,"AUSTRALIA New South Wales Surf Beach, Batemans Bay",-35.7600051,150.2052861
1542,24-Jan-2009,Unprovoked,swimming,M,25,FATAL,Y,1400,Tiger shark,20090124,"SOUTH AFRICA Eastern Cape Province Second Beach, Port St. John's",-31.6409371,29.5299196
1545,16-Jan-2009,Unprovoked,surfing,M,,"No injury, bumped off board by the shark",N,9999,Not Determined,20090116,NEW ZEALAND South Island Karitane Beach,-45.6462614,170.6568819
1547,12-Jan-2009,Unprovoked,snorkeling,M,24,Puncture wounds to right calf,N,1045,"Dusky shark, 2m",20090112,"AUSTRALIA New South Wales Windang,       Lake Illawara",-34.5299746,150.8692653
1548,11-Jan-2009,Unprovoked,surfing,F,13,Severe lacerations to right leg,N,1545,"White shark, 5m",20090111,AUSTRALIA Tasmania Binalong Bay,-41.2517216,148.3072784
1549,11-Jan-2009,Unprovoked,surfing,M,31,Left thigh severely bitten,N,0900,"White shark, 3.5m",20090111,AUSTRALIA New South Wales Fingal Beach,-32.7383733,152.181313
1551,10-Jan-2009,Unprovoked,surfing,M,22,Right lower leg bitten & defense wounds to hand,N,9999,Not Determined,20090110,ECUADOR Galapagos Islands Isla Isabella,-0.8292374,-91.13530200000001
1552,06-Jan-2009,Unprovoked,swimming,M,49,Posterior thigh bitten,N,1730,Broadnose sevengill shark,20090106,NEW ZEALAND North Island Haumoana ,-39.6151671,176.9566541
1553,Jan-2009,Unprovoked,spearfishing,Not Determined,,Lacerations to right calf,N,9999,Bull shark,20090100,CUBA Guantanamo Province Guantanamo,20.1400094,-75.2128996
1556,27-Dec-2008,Unprovoked,boarding,M,10,"No injury, shark tore his swim fin",N,9999,Not Determined,20081227,AUSTRALIA New South Wales Seal Rocks,-32.4353409,152.525707
1558,27-Dec-2008,Unprovoked,snorkeling,M,51,FATAL,Y,0700,4 to 5m white shark,20081227,AUSTRALIA Western Australia Port Kennedy Beach,-32.3522464,115.7422946
1560,14-Dec-2008,Unprovoked,fishing,M,,Lacerations to left calf and ankle,N,9999,Bronze whaler shark?,20081214,NEW ZEALAND North Island Maraetai,-36.8802308,175.0340814
1561,10-Dec-2008,Provoked,fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,2000,"Raggedtooth shark, 2m",20081210,SOUTH AFRICA Western Cape Province Plettenberg Bay,-34.05748920000001,23.3644925
1563,Dec-2008,Unprovoked,spearfishing,M,,FATAL,Y,9999,Zambesi shark?,20081200,MOZAMBIQUE Inhambane Province Chidenguele,-24.9167416,34.1879571
1564,28-Nov-2008,Unprovoked,diving,F,,Lacerations to fingers,N,0800,Oceanic whitetip shark,20081128,EGYPT Red Sea Elphinstone Reef,25.3095025,34.8604345
1566,24-Nov-2008,Unprovoked,no activity,F,,Leg bitten,N,9999,Not Determined,20081124,ECUADOR Galapagos Islands Santa Cruz,-0.6393592,-90.3371889
1569,06-Nov-2008,Unprovoked,fishing,M,39,Torso & righ arm bitten FATAL,Y,1000,Not Determined,20081106,"PHILIPPINES Luzon off Paoay, Ilocos Norte Province",18.0742373,120.5163949
1570,22-Oct-2008,Provoked,diving,M,34,Small laceration to head from captive shark,N,1720,"Grey nurse shark, 3m",20081022,"AUSTRALIA New South Wales Oceanworld, Manley",-33.799063,151.281352
1572,12-Oct-2008,Provoked,fishing,M,50,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N,9999," reef shark, 1.8m",20081012,AUSTRALIA Northern Territory Darwin,-12.4637333,130.8444446
1573,11-Oct-2008,Unprovoked,surfing,M,15,"No injury, board damaged",N,1530,Not Determined,20081011,AUSTRALIA New South Wales Lake Macquarie,-33.0311225,151.5603244
1574,08-Oct-2008,Unprovoked,fishing,M,11,Lacerations,N,1200,Not Determined,20081008,"USA Florida Santa Rosa Beach, Walton County",30.3960324,-86.2288322
1575,06-Oct-2008,Unprovoked,spearfishing,M,43,Calf bitten,N,1200,5 m white shark,20081006,"CROATIA  Split-Dalmatia Count, Smokvina Bay, Vis Island",43.0459364,16.1540557
1576,28-Sep-2008,Unprovoked,surfing,M,44,Small puncture wounds to the heel of left foot,N,1145,Not Determined,20080928,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1577,28-Sep-2008,Unprovoked,surfing,M,40,Right foot bitten,N,1100,+3' shark,20080928,USA Florida Bethune Beach,28.9491539,-80.83783000000001
1578,15-Sep-2008,Provoked,swimming,M,43,Right hand lacerated by netted shark PROVOKED INCIDENT,N,1430,Bronze whaler shark,20080915,AUSTRALIA Northern Territory Near Croker Island,-11.1764219,132.5313457
1579,14-Sep-2008,Unprovoked,swimming,M,32,Lacerations to foot,N,1200,2' to 3' juvenile shark,20080914,"USA Florida Ormond-by-the-Sea, Volusia County",29.3491449,-81.0664455
1580,09-Sep-2008,Unprovoked,surfing,M,40,Bitten on right thigh & calf,N,1630,Tiger shark,20080909,"USA Hawaii Ka'a'awa, Oahu",21.5572221,-157.8536111
1581,08-Sep-2008,Unprovoked,surfing,M,,"No injury to surfer, board bitten",N,1030,"White shark, 14' to 16' ",20080908,"USA California Surf Beach, Lompoc, Santa Barbara County",34.6831139,-120.6064278
1582,07-Sep-2008,Unprovoked,surfing,M,51,Shark became tangled in his surfboard leash. The surfer was not injured,N,1200,3 m shark,20080907,"AUSTRALIA New South Wales Clarks Beach, Byron Bay",-28.6396907,153.6272755
1583,06-Sep-2008,Unprovoked,surfing,M,43,Minor injury to foot,N,1200,Not Determined,20080906,"USA Florida Ponce Inlet, New Smyrna Beach, Volusia County",29.0963729,-80.9369983
1584,06-Sep-2008,Unprovoked,surfing,M,15,Minor injury to foot,N,1200,Not Determined,20080906,"USA Florida Ponce Inlet, New Smyrna Beach, Volusia County",29.0963729,-80.9369983
1585,01-Sep-2008,Unprovoked,surfing,M,52,Shark bumped right ankle,N,1000,4' shark,20080901,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1586,Sep-2008,Unprovoked,surfing,M,,Right hand bitten,N,0800,Not Determined,20080900,USA Florida Hutchinson Island,27.3545667,-80.2488596
1587,30-Aug-2008,Unprovoked,surfing,M,29,"No injury, bumped off board by the shark",N,9999,Not Determined,20080830,"AUSTRALIA New South Wales Tallow Beach, Byron Bay",-28.6538963,153.6272755
1589,30-Aug-2008,Provoked,fishing,M,52,Wrist bitten by hooked shark PROVOKED INCIDENT,N,9999,Blue shark,20080830,ENGLAND North Devon  Lundy Island,51.1781187,-4.6673073
1590,28-Aug-2008,Unprovoked,surfing,M,19,Superfical cut to left ankle,N,1200,Not Determined,20080828,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1591,27-Aug-2008,Unprovoked,surfing,M,26,Lacerations to lower left leg,N,1100,6' shark,20080827,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1592,24-Aug-2008,Unprovoked,towing,M,20,Minor injury to left foot,N,1500,Not Determined,20080824,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1594,20-Aug-2008,Unprovoked,swimming,M,47,3 lacerations to forearm,N,1445,Not Determined,20080820,"USA Florida Sanibel Island, Lee County",26.4433972,-82.1115119
1596,16-Aug-2008,Unprovoked,treading,F,38,Severe lacerations to left foot,N,9999,8' bull shark or Caribbean reef shark,20080816,USA US Virgin Islands Buck Island,17.7870946,-64.62061059999999
1597,12-Aug-2008,Unprovoked,wading,F,13,Puncture wounds & 3-inch laceration to right calf,N,1205,Not Determined,20080812,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1598,11-Aug-2008,Unprovoked,diving,M,,"No injury, shark grabbed his bag of fish",N,1400,"Tiger shark, 12'",20080811,"USA Hawaii Ala Moana Beach Park, Oah'u",21.2899686,-157.847657
1601,27-Jul-2008,Unprovoked,,M,,5 lacerations to left foot,N,1800,3'  shark,20080727,PANAMA San Carlos Playa Teta,8.5193636,-79.9038273
1603,26-Jul-2008,Unprovoked,swimming,M,,Minor injury,N,1530,2' to 3' reef shark,20080726,"USA Hawaii Honokowai, Maui",20.963681,-156.6808988
1604,25-Jul-2008,Unprovoked,surfing,M,17,Right foot bitten,N,0900,Not Determined,20080725,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1605,25-Jul-2008,Unprovoked,snorkeling,F,44,Forearm bitten ,N,0845,Not Determined,20080725,"USA Hawaii Lahilahi Point, Oahu",21.4630556,-158.2177778
1606,24-Jul-2008,Unprovoked,wading,M,9,Minor lacerations to  toe,N,9999,3' shark,20080724,"USA North Carolina Surf City, Topsail Island, Pender County",34.4271121,-77.5460805
1607,24-Jul-2008,Unprovoked,wading,F,8,Lacerations to dorsum of right foot ,N,1300,3' to 4' shark,20080724,"USA North Carolina Topsail Island, Pender County",34.4696114,-77.4719099
1608,23-Jul-2008,Provoked,surfing,M,15,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,1430,Not Determined,20080723,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1609,19-Jul-2008,Unprovoked,wading,M,16,Lacerations to lower left leg,N,1355,4' shark,20080719,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1612,11-Jul-2008,Unprovoked,surfing,M,24,Laceration to foream,N,1400,Not Determined,20080711,"USA South Carolina Isle of Palms, Charleston County",32.8194131,-79.7343791
1613,09-Jul-2008,Unprovoked,swimming,F,14,Lacerations to  right foot,N,1930,Not Determined,20080709,"USA North Carolina Emerald Isle, Carteret County",34.6779399,-76.95077619999999
1614,05-Jul-2008,Unprovoked,no activity,F,17,Lacerations to right foot,N,1430,Not Determined,20080705,"USA South Carolina Litchfield Beach, Georgetown County",33.4668348,-79.0997632
1618,28-Jun-2008,Unprovoked,,M,46,"No injury, ski bitten",N,1400,"White shark, 2m",20080628,SOUTH AFRICA Western Cape Province Mossel Bay,-34.1747356,22.0834066
1620,26-Jun-2008,Unprovoked,surfing,M,29,Minor laceration to foot,N,1800,Not Determined,20080626,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1621,26-Jun-2008,Unprovoked,swimming,M,37,Lacerations to hand,N,1115,4.5 to 5' shark,20080626,"USA South Carolina Isle of Palms, Charleston County",32.8194131,-79.7343791
1622,24-Jun-2008,Unprovoked,surfing,M,,"No injury, board bitten",N,0800,Not Determined,20080624,BRAZIL Bahia Guarajuba,-12.6463717,-38.0710795
1624,20-Jun-2008,Unprovoked,wading,F,35,Lacerations to lower right calf,N,1110,Not Determined,20080620,"USA Florida Fernandina Beach, Nassau County",30.6696818,-81.46259189999999
1625,11-Jun-2008,Unprovoked,surfing,M,14,Laceration to left leg & foot,N,9999,Not Determined,20080611,"BRAZIL Pernambuco Punta Del Chifre, Olinda",-8.024764,-34.8574256
1626,07-Jun-2008,Unprovoked,surfing,M,40,Lacerations & abrasions to right hand,N,9999,Not Determined,20080607,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513
1628,01-Jun-2008,Unprovoked,surfing,F,15,Foot bitten,N,1500,5' shark,20080601,USA South Carolina Cherry Grove,33.8278989,-78.64301189999999
1629,01-Jun-2008,Unprovoked,swimming,M,14,"Hand severed, buttocks bitten",N,1500,Bull shark,20080601,"BRAZIL Pernambuco Piedade, Recife",-8.1801557,-34.9203383
1630,26-May-2008,Unprovoked,surfing,M,9,Biceps & lower arm bitten,N,1550,Not Determined,20080526,"USA North Carolina Hammocks Beach State Park, Bear Island, Onslow County",34.6318297,-77.1488396
1632,24-May-2008,Unprovoked,surfing,M,49,Lacerations to right forearm and hand,N,9999,3 m shark,20080524,MEXICO Guerro Playa Linda,17.6809607,-101.6451187
1633,23-May-2008,Unprovoked,surfing,M,21,FATAL,Y,9999,2 m shark,20080523,MEXICO Guerro Pantla Beach,17.7574128,-101.6902792
1634,14-May-2008,Unprovoked,diving,M,28,FATAL,Y,1500,Not Determined,20080514,FIJI Yasawa Islands Turtle Island,-16.958915,177.3748698
1635,10-May-2008,Unprovoked,swimming,M,37,Severe lacerations to left leg,N,0730,"White shark, 4m",20080510,AUSTRALIA Western Australia Albany,-35.0268148,117.8837114
1636,07-May-2008,Unprovoked,fishing,M,40,Lower legs bitten,N,1400,2 small bull sharks,20080507,NEW CALEDONIA North Province Hienghène,-20.6880978,164.9435279
1637,07-May-2008,Unprovoked,wading,M,6,2 inch laceration to left lower calf.,N,9999,Not Determined,20080507,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1639,28-Apr-2008,Unprovoked,surfing,M,24,FATAL    Severe bite to right thigh,Y,1800,Tiger shark,20080428,MEXICO Guerro Troncones Beach,17.7799301,-101.7221415
1640,28-Apr-2008,Unprovoked,surfing,M,18,3-inch laceration to dorsal surface of left foot,N,1145,4' shark,20080428,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1641,27-Apr-2008,Unprovoked,surfing,M,24,Calf bitten,N,1030,Not Determined,20080427,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1642,26-Apr-2008,Unprovoked,swimming,M,32,Lacerations to left foot,N,0800,"Bull shark, 1.8m",20080426,NEW CALEDONIA North Province Poindimié,-20.9392342,165.3441329
1643,26-Apr-2008,Provoked,surfing,M,21,Puncture wounds to right foot                  PROVOKED INCIDENT,N,0950,Not Determined,20080426,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
1644,25-Apr-2008,Unprovoked,swimming,M,66,FATAL,Y,0700,"White shark, 12' to 15'",20080425,"USA California Solana Beach, San Diego County",32.991155,-117.2711481
