,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude,avg_temp,precipitation,wind_speed,sea_level_pressure,na_wind_speed
5440,Unprovoked,diving,M,18.0,FATAL,Y,1630,White shark 4.9 m [16'] ,15-Feb-1930,"AUSTRALIA Victoria Middle Brighton, Port Phillip",-37.9043383,144.9931825,,0.0,,,True
5443,Unprovoked,swimming,M,23.0,Torso & arm bitten,N,1730,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",16-Jan-1930,"SOUTH AFRICA Western Cape Province Melkbaai, False Bay",-34.1075151,18.8210006,,,,,True
5446,Unprovoked,swimming,M,,FATAL,Y,9999,Not Determined,1930,"SOUTH AFRICA Eastern Cape Province North End Beach, Port Elizabeth",-33.88370099999999,25.6258678,,,,,True
5447,Unprovoked,,M,16.0,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y,9999,Tiger shark,26-Dec-1929,"AUSTRALIA New South Wales White Bay, near Bald Rock Jetty, Sydney Harbor ",-33.8607391,151.18862,,0.3,,,True
5448,Unprovoked,diving,M,,Recovered at Thursday Island Hospital,N,9999,Not Determined,21-Dec-1929,AUSTRALIA Torres Strait Thursday Island,-10.5802361,142.2210964,,,,,True
5449,Unprovoked,bathing,F,17.0,Superficial lacerations on right leg,N,9999,"""a small shark""",16-Dec-1929,AUSTRALIA New South Wales Collaroy,-33.73,151.3,,0.0,,,True
5450,Unprovoked,diving,M,,Injuries to chest & arm,N,9999,Not Determined,13-Dec-1929,AUSTRALIA Torres Strait Thursday Island,-10.5802361,142.2210964,,,,,True
5454,Unprovoked,fishing,M,,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,9999,Not Determined,21-Nov-1929,CUBA Cienfuegos Province Cienfuegos,22.1599753,-80.4437781,,,,,True
5455,Unprovoked,diving,M,,Heel injured,N,9999,Not Determined,20-Oct-1929,AUSTRALIA Torres Strait Near Badu Island,-10.116416,142.1275481,,,,,True
5456,Unprovoked,fishing,M,,Arm injured when sharks rammed his boat,N,9999,Not Determined,02-Oct-1929,SPAIN Valencia Nasareth Beach,39.4458333,-0.3333333,,,,,True
5457,Unprovoked,fell,M,42.0,"FATAL, severe injuries to both legs ",Y,9999,Not Determined,01-Sep-1929,"AUSTRALIA Queensland Ross River, Townsville",-19.4006854,146.7329811,,,,,True
5458,Unprovoked,bathing,M,,Left foot & ankle bitten,N,9999,Not Determined,05-Aug-1929,USA South Carolina Fort Moultrie,32.7592457,-79.8578543,,,,,True
5459,Unprovoked,swimming,M,,Right leg severed below knee,N,9999,Not Determined,29-Jul-1929,MEXICO Tamaulipas Tampico,22.2331041,-97.861099,,,,,True
5461,Provoked,fishing,M,,Leg bitten by hooked shark PROVOKED INCIDENT,N,9999,9-foot shark,23-Jun-1929,"USA Florida Fort Pierce, St Lucie County",27.4467056,-80.3256056,,,,,True
5465,Provoked,standing,M,19.0,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,1345,"Grey nurse shark, 4' ",11-Apr-1929,"AUSTRALIA Queensland Bribie Passage, Caloundra",-26.8042991,153.1284352,,0.0,,,True
5466,Unprovoked,no activity,M,,FATAL,Y,9999,Not Determined,09-Apr-1929,AUSTRALIA Torres Strait Badu Island,-10.116416,142.1275481,,,,,True
5467,Unprovoked,swimming,M,,FATAL,Y,9999,Not Determined,04-Apr-1929,AUSTRALIA Torres Strait Badu Island,-10.116416,142.1275481,,,,,True
5468,Unprovoked,swimming,M,26.0,Right sole & toes lacerated,N,1200,Not Determined,16-Mar-1929,"USA Florida Sea Spray, Palm Beach",26.7078004,-80.038747,,,,,True
5469,Unprovoked,bathing,M,,FATAL,Y,9999,Not Determined,12-Mar-1929,AUSTRALIA Torres Strait Near Dauan Island,-9.4201831,142.5345281,,,,,True
5470,Unprovoked,launching,M,9.0,Foot bitten,N,9999,"""a dog shark""",04-Mar-1929,AUSTRALIA South Australia Ardrossan,-34.425653,137.9139563,,1.5,,,True
5471,Unprovoked,launching,M,12.0,Legs bitten,N,9999,"""a dog shark""",04-Mar-1929,AUSTRALIA South Australia Ardrossan,-34.425653,137.9139563,,1.5,,,True
5472,Unprovoked,surfing,M,20.0,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,1530,Not Determined,18-Feb-1929,AUSTRALIA New South Wales Maroubra Bay,-33.9448852,151.2523651,,9.9,,,True
5474,Unprovoked,swimming,M,39.0,"FATAL, right thigh bitten, femoral artery severed",Y,1600,Not Determined,08-Feb-1929,AUSTRALIA New South Wales Bondi,-33.8914755,151.2766845,,11.2,,,True
5475,Unprovoked,swimming,M,,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,1730,Not Determined,27-Jan-1929,"AUSTRALIA Queensland Alma Bay, Magnetic Island, Townsville",-19.148322,146.868517,,,,,True
5476,Unprovoked,bathing,F,,"One was bitten on the leg, the other on the arm",N,9999,Not Determined,14-Jan-1929,"NEW ZEALAND North Island Miranda Head, Hauriki Gulf",-37.1840406,175.3053767,,,,,True
5477,Unprovoked,surfing,M,14.0,"FATAL, right thigh & hip bitten",Y,1810,12' shark,12-Jan-1929,AUSTRALIA New South Wales Bondi,-33.8914755,151.2766845,,0.0,,,True
5479,Unprovoked,diving,M,,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,9999,Not Determined,05-Jan-1929,FIJI Viti Levu Island Suva Harbor,-18.1323119,178.4260368,,,,,True
5481,Provoked,netting,M,,Bitten below the knee,N,9999,"""a dog shark""",Ca. 1929,AUSTRALIA South Australia Ardrossan,-34.425653,137.9139563,,,,,True
5482,Provoked,fishing,M,,Thigh lacerated by hooked shark PROVOKED INCIDENT,N,9999,9' shark,1929,USA Florida Indian River area,28.2142068,-80.6431877,,,,,True
5483,Unprovoked,no activity,M,,Hand lacerated,N,9999,Not Determined,1929,"AUSTRALIA New South Wales Garden Island, Sydney",-33.8588921,151.2294331,,,,,True
5484,Unprovoked,diving,M,27.0,"Put hand through hatch, shark nearly bit off thumb",N,9999,Not Determined,1929,"USA Florida Cape Canaveral, Brevard County",28.3922182,-80.60771319999999,,,,,True
5486,Provoked,fishing,M,,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N,9999,"""Blue nose sharks""",18-Nov-1928,"USA New Jersey Seabright, Monmouth County",40.3614987,-73.9740262,,,,,True
5489,Unprovoked,swimming,M,17.0,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y,1000,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,04-Nov-1928,PANAMA Gulf of Panama Taboga Island Bay,8.787191199999999,-79.55753419999999,,,,,True
5490,Unprovoked,fishing,M,,Knee bitten,N,9999,Not Determined,Sep-1928,USA Texas Corpus Christi,27.8005828,-97.396381,,,,,True
5493,Provoked,,M,,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",N,9999,"Species unknown, possibly a white shark",Late Jul-1928,ITALY Tuscany Viareggio,43.8657267,10.2513103,,,,,True
5497,Unprovoked,treading,M,19.0,Tissue of left leg stripped from knee to ankle ,N,1600,Not Determined,14-Apr-1928,AUSTRALIA New South Wales Bondi,-33.8914755,151.2766845,,0.8,,,True
5498,Unprovoked,diving,M,,FATAL,Y,1800,Not Determined,09-Apr-1928,"JAMAICA Kingston Parish Coal wharf, Port Royal",17.9350445,-76.84257730000002,,,,,True
5499,Unprovoked,bathing,M,15.0,Lacerations to right leg ,N,0800,4' shark,06-Apr-1928,AUSTRALIA Queensland Graceville,-27.5217106,152.9797397,,,,,True
5500,Unprovoked,standing,M,28.0,"FATAL, right hand severed, large lacerations on thigh",Y,1800,Not Determined,04-Apr-1928,"AUSTRALIA New South Wales Cooks Hill, Newcastle",-32.9338,151.7696,,0.0,,,True
5502,Unprovoked,diving,M,,FATAL,Y,9999,Not Determined,20-Feb-1928,"AUSTRALIA Torres Strait Near Barrow Point, Queensland",-10.2199025,141.9368545,,,,,True
5505,Unprovoked,retrieving,M,78.0,FATAL,Y,9999,Not Determined,27-Jan-1928,AUSTRALIA Torres Strait Deliverance Island,-9.516955,141.572485,,,,,True
5508,Unprovoked,no activity,F,,Leg lacerated,N,9999,Not Determined,02-Jan-1928,"SOUTH AFRICA Eastern Cape Province Salt Vlei, Port Alfred",-33.60923289999999,26.8786073,,,,,True
5509,Unprovoked,surfing,M,18.0,Foot bitten,N,1100,1.2 m [4'] shark,Jan-1928,SOUTH AFRICA Eastern Cape Province Kei River mouth,-32.5774366,28.1726744,,,,,True
5510,Unprovoked,standing,M,25.0,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",N,1100,Not Determined,1928,SOUTH AFRICA KwaZulu-Natal Tugela River Mouth,-29.2199286,31.504882,,,,,True
5511,Unprovoked,swimming,M,17.0,"FATAL, leg bitten  ",Y,1100,"White shark, 4.4 m [14.5'] . ",28-Dec-1927,SOUTH AFRICA Western Cape Province Little Brak River,-34.0862095,22.1460022,,4.8,,,True
5514,Unprovoked,riding,M,,No injury to man or horse,N,9999,Not Determined,12-Oct-1927,"AUSTRALIA New South Wales Kiah Creek, Eden",-37.066667,149.9,,,,,True
5519,Unprovoked,diving,M,,Extensive injuries to left leg,N,9999,Not Determined,20-Apr-1927,AUSTRALIA Torres Strait Near Thursday Island,-10.5802361,142.2210964,,,,,True
5520,Unprovoked,diving,M,,Leg injured,N,9999,Not Determined,08-Apr-1927,AUSTRALIA Queensland Near Thursday Island,-10.5802361,142.2210964,,,,,True
5521,Unprovoked,surfing,M,17.0,"Right buttock & thigh bitten, thumb removed",N,1500,Grey nurse shark?,11-Mar-1927,AUSTRALIA New South Wales Mereweather Beach,-32.9465493,151.7599466,,0.0,,,True
5522,Provoked,feeling,M,,"Sharkss jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",N,9999,Not Determined,14-Feb-1927,"NICARAGUA Salinas Bay A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",11.0519916,-85.6948458,,,,,True
5523,Unprovoked,attempting,M,,"No injury, but trouser leg shredded by shark",N,9999,Not Determined,09-Feb-1927,AUSTRALIA Queensland Brisbane River,-26.8951068,152.318608,,,,,True
5524,Provoked,fishing,M,70.0,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,N,9999,Mako shark,Feb-1927,"NEW ZEALAND South Island Menzies Bay, Banks Peninsula, ",-43.6380652,172.9676299,,,,,True
5529,Unprovoked,diving,M,,Shoulder bitten,N,9999,Not Determined,1927,AUSTRALIA Torres Strait Thursday Island,-10.5802361,142.2210964,,,,,True
5531,Unprovoked,diving,M,,Arm injured,N,9999,Not Determined,17-Nov-1926,AUSTRALIA Torres Strait Near Thursday Island,-10.5802361,142.2210964,,,,,True
5533,Unprovoked,bathing,M,17.0,"3"" laceration to leg",N,1800,"Grey nurse shark, 4'",23-Oct-1926,AUSTRALIA New South Wales Clarence River,-29.4612304,153.1463819,,0.0,,,True
5536,Unprovoked,swimming,M,18.0,FATAL,Y,9999,Not Determined,24-Aug-1926,"USA New Jersey Seaside, Ocean County",39.944285,-74.0729139,,,,,True
5537,Unprovoked,swimming,M,20.0,"FATAL, body was not recovered",Y,1100,Said to involve 6 to 7 m [20' to 23'] white shark,23-Jul-1926,ITALY Golfo di Genova in the Ligurian Sea Varazze,44.166667,8.916667,,,,,True
5539,Unprovoked,swimming,M,15.0,Leg & hand lacerated and dog bitten,N,9999,1.5 m [5'] white shark or sevengill shark,08-Jul-1926,"USA California San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",37.753628,-122.2228434,,,,,True
5541,Unprovoked,swimming,M,,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Y,9999,"White shark, 3.8 m [12.5']  ",18-May-1926,"USA Hawaii Hale'iwa, O'ahu",21.5927614,-158.1034112,,,,,True
5542,Unprovoked,fell,M,26.0,When taken back on board 2 hours later both legs were bleeding from shark bites,N,1500,Not Determined,22-Apr-1926,SOUTH ATLANTIC OCEAN South of the Equator  Steamship bound from Cape Town to Philadelphia,39.9184269,-75.1366547,,,,,True
5543,Unprovoked,swimming,F,,Right leg bitten thigh to heel,N,1730,"According to Carlsmith, the shark's mouth was 3' wide",07-Apr-1926,"USA Hawaii Hilo Bay Yacht Club, Hilo, Hawai'i",19.7229393,-155.0726217,,,,,True
5545,Unprovoked,swimming,M,,Thigh lacerated,N,9999,"""a blue shark""",26-Jan-1926,SOUTH AFRICA Eastern Cape Province Hamburg,-33.2823349,27.4262714,,,,,True
5548,Provoked,hoisted,M,,"Struck on head by sharks tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",N,9999,Not Determined,1926,NEW ZEALAND Cook Islands Rarotonga,-21.2292371,-159.7763491,,,,,True
5551,Unprovoked,floating,M,55.0,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y,1515,"Tiger shark, 4 m [13'] female",22-Nov-1925,AUSTRALIA Western Australia Cottesloe Beach,-31.9938622,115.7510477,,,,,True
5552,Unprovoked,no activity,F,,Laceration across abdomen,N,9999,Not Determined,Nov-1925,"USA Puerto Rico Condado Beach, San Juan",18.4599451,-66.07794369999999,,,,,True
5553,Unprovoked,no activity,M,,Both calves lacerated,N,9999,Not Determined,Nov-1925,"USA Puerto Rico Condado Beach, San Juan",18.4599451,-66.07794369999999,,,,,True
5555,Unprovoked,fishing,M,,No injury but shark lifted boat out of the water,N,0800,Not Determined,03-Sep-1925,ENGLAND Isle of Wight Off Shanklin,50.63467499999999,-1.175199,,,,,True
5556,Unprovoked,swimming,F,,"Multiple lacerations on both thighs, right buttock and hip",N,9999,Not Determined,02-Aug-1925,"USA South Carolina Folly Island, near Charleston",32.6656417,-79.9206694,,,,,True
5558,Unprovoked,no activity,M,,"Right arm nearly severed at shoulder, left wrist lacerated",N,9999,Not Determined,May 1925,"USA Puerto Rico Condado Beach, San Juan",18.4599451,-66.07794369999999,,,,,True
5559,Unprovoked,bathing,M,16.0,"Left thigh bitten, leg surgically amputated ",N,1700,Said to be a small shark,07-Mar-1925 or 27-Mar-1925,AUSTRALIA New South Wales Coogee,-33.919,151.2555,,,,,True
5560,Unprovoked,swimming,M,16.0,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y,1515,Not Determined,12-Mar-1925,AUSTRALIA New South Wales Newcastle Beach,-32.9310039,151.7857155,,0.0,,,True
5561,Unprovoked,swimming,M,,FATAL,Y,9999,Not Determined,10-Mar-1925,PAPUA NEW GUINEA Central Province Hula,-10.0948154,147.727522,,,,,True
5563,Unprovoked,repairing,M,,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N,9999,2.1 m [7'] shark,08-Jan-1925,CANADA Vancouver Second Narrows in Burrard Inlet,49.2952336,-123.024461,,,,,True
5564,Unprovoked,diving,M,,"Both arms bitten, surgically amputated",N,9999,Not Determined,1925,"FIJI Viti Levu Island Suva Harbor, Suva",-18.1323119,178.4260368,,,,,True
5565,Unprovoked,stranded,F,,FATAL,Y,9999,1.8 m shark,25-Nov-1924,MEXICO Tamaulipas Tampico,22.2331041,-97.861099,,,,,True
5566,Unprovoked,fell,M,35.0,Knee bitten,N,2400,Not Determined,24-Nov-1924,"PANAMA 2 to 3 miles off Taboguilla Island, Pacific Ocean Pacific Anchorage off the Panama Canal",9.1223491,-79.7311627,,,,,True
5567,Unprovoked,bathing,M,35.0,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,9999,Not Determined,21-Nov-1924,USA Puerto Rico Santurce,18.4481441,-66.0641969,,,,,True
5569,Unprovoked,bathing,M,,Leg bitten,N,9999,10' shark,18-Oct-1924,AUSTRALIA Victoria Port Melbourne,-37.8332233,144.9124697,,0.8,,,True
5570,Unprovoked,standing,M,,Left knee & leg bitten. (Tooth fragment recovered from kneecap),N,9999,"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols.",31-Jul-1924,"USA South Carolina Folly Island, near Charleston",32.6656417,-79.9206694,,,,,True
5571,Provoked,fishing,M,,Arms broken by hooked shark PROVOKED INCIDENT,N,9999,12' shark,14-Jul-1924,ENGLAND Dorset Weymouth,50.6099306,-2.4546253,,,,,True
5573,Provoked,removing,M,,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N,1800,Not Determined,18-Jun-1924,"USA Florida Bayboro, Pinellas County",27.7589166,-82.6331539,,,,,True
5574,Unprovoked,fell,M,20.0,"FATAL, partial remains recovered ",Y,1800,Not Determined,25-Apr-1924,AUSTRALIA New South Wales Kiama,-34.6738221,150.8443706,,,,,True
5579,Unprovoked,bathing,F,30.0,"Legs severely bitten, surgically amputated",N,1900,Not Determined,13-Feb-1924,AUSTRALIA New South Wales Bronte,-33.902954,151.259729,,0.0,,,True
5581,Unprovoked,swimming,M,22.0,FATAL,Y,1515,Not Determined,29-Jan-1924,"SOUTH AFRICA KwaZulu-Natal South Beach, Durban",-29.8578378,31.034184,,,,,True
5584,Unprovoked,swimming,M,,Lacerations to leg,N,9999,Not Determined,12-Dec-1923,"AUSTRALIA New South Wales Murwillumbah, Tweed River",-28.3322568,153.3827556,,,,,True
5585,Unprovoked,standing,M,,"FATAL, disappeared, thought to have been taken by a shark ",Y,9999,Not Determined,02-Dec-1923,"AUSTRALIA New South Wales Urunga, Belliger Heads",-30.5020257,153.0250598,,,,,True
5586,Unprovoked,,M,,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Y,9999,Not Determined,23-Nov-1923,"AUSTRALIA Western Australia Condon, 88 km NE of Port Hedland",-20.3068645,118.6176709,,,,,True
5590,Unprovoked,diving,M,,"Arm severed, but survived",N,9999,Not Determined,16-Oct-1923,AUSTRALIA Torres Strait Near Thursday Island,-10.5802361,142.2210964,,,,,True
5591,Unprovoked,fishing,M,,Puncture wounds to left leg,N,0100,Not Determined,08-Aug-1923,GUYANA Demerara County Off the Demerara River ,5.778786600000001,-58.38217789999999,,,,,True
